,Name,Also known as,Description,Substitutions,Scientific name
306,Armagnac,,"This French brandy is similar to cognac, but with a more pronounced flavor.   Since their quality varies, Armagnac brandies don't share cognac's exalted reputation, but a good Armagnac compares favorably with any cognac.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'cognac'}]",
307,aromatized wine,flavored wine,"These are wines, like vermouth and retsina, that have been flavored, usually with herbs and spices.",[],
308,asafetida,"asafoetida, asafoetida powder, devil's dung, ferula, foetida, food of the gods, heeng, hing, imguva",This powdered gum resin imparts a very strong onion-garlic flavor to Indian dishes. Use it sparingly—a little goes a long way.  Look for it in Indian or health food stores or in the spice section of larger supermarkets.,"[{'Carbs': '', 'Calories': '72.7 g', 'Salt': '331 Cals.', 'Fats': '60 mg', 'Cholesterol': '0.7 g', 'Vitamin C': '0 mg', 'Calcium': '1.2 mg', 'Protein': '79 mg', 'Sugars': '16.6 g', 'Fiber': '2.4 g', 'Mono fats': '9 g', 'Poly fats': '0.1 g', 'Saturated fats': '0.2 g', 'Name': 'garlic powder'}, {'Carbs': '', 'Calories': '79.1 g', 'Salt': '341 Cals.', 'Fats': '73 mg', 'Cholesterol': '1 g', 'Vitamin C': '0 mg', 'Calcium': '23.4 mg', 'Protein': '384 mg', 'Sugars': '10.4 g', 'Fiber': '6.6 g', 'Mono fats': '15.2 g', 'Poly fats': '0.2 g', 'Saturated fats': '0.3 g', 'Name': 'onion powder'}]",
309,asem candis,,This is a souring agent used in Indonesia.  It's very hard to find,"[{'Carbs': '', 'Name': 'kokum'}]",
310,aspartame,"Equal, Nutrasweet",An artifical sweetner. Popular brands are Equal and Nutrasweet.,"[{'Carbs': '', 'Name': 'acesulfame K'}, {'Carbs': '', 'Name': 'advantame'}, {'Carbs': '', 'Name': 'saccarin'}, {'Carbs': '', 'Calories': '100 g', 'Salt': '0 Cals.', 'Fats': '0 mg', 'Cholesterol': '0 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '0 mg', 'Sugars': '0 g', 'Fiber': '100 g', 'Mono fats': '0 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'sucralose'}, {'Carbs': '', 'Name': 'Neotame'}]",
311,avocado leaves,hoja de aguacate,"Mexican cooks use these to impart an anise-like aroma to foods.  They're often used as wrappers, or crumbled into stews.  Toast the leaves before using.","[{'Carbs': '', 'Calories': '22.8 g', 'Salt': '89 Cals.', 'Fats': '1 mg', 'Cholesterol': '0.3 g', 'Vitamin C': '0 mg', 'Calcium': '8.7 mg', 'Protein': '5 mg', 'Sugars': '1.1 g', 'Fiber': '12.2 g', 'Mono fats': '2.6 g', 'Poly fats': '0 g', 'Saturated fats': '0.1 g', 'Name': 'banana'}, {'Carbs': '', 'Name': 'hoja santa leaves'}, {'Carbs': '', 'Calories': '7.3 g', 'Salt': '31 Cals.', 'Fats': '52 mg', 'Cholesterol': '0.2 g', 'Vitamin C': '0 mg', 'Calcium': '12 mg', 'Protein': '49 mg', 'Sugars': '1.2 g', 'Fiber': '3.9 g', 'Mono fats': '3.1 g', 'Poly fats': '0.1 g', 'Saturated fats': '0.2 g', 'Name': 'fennel'}, {'Carbs': '', 'Name': 'maguey leaves'}]",Persea americana
312,ambrosia apple,,"Crisp and juicy, this is a great apple for snacking.","[{'Carbs': '', 'Name': 'honeycrisp apples'}, {'Carbs': '', 'Calories': '15.2 g', 'Salt': '63 Cals.', 'Fats': '1 mg', 'Cholesterol': '0.2 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '7 mg', 'Sugars': '0.2 g', 'Fiber': '11.7 g', 'Mono fats': '2.1 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'Fuji apple'}, {'Carbs': '', 'Calories': '14.3 g', 'Salt': '52 Cals.', 'Fats': '0 mg', 'Cholesterol': '0 g', 'Vitamin C': '0 mg', 'Calcium': '3.1 mg', 'Protein': '0 mg', 'Sugars': '0 g', 'Fiber': '10.4 g', 'Mono fats': '3.2 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'Pink Lady apple'}]",Malus domestica
313,ambrosia melon,,"This looks and tastes like a cantaloupe, but the flesh is a brighter orange.","[{'Carbs': '', 'Calories': '8.2 g', 'Salt': '34 Cals.', 'Fats': '16 mg', 'Cholesterol': '0.2 g', 'Vitamin C': '0 mg', 'Calcium': '36.7 mg', 'Protein': '9 mg', 'Sugars': '0.8 g', 'Fiber': '7.9 g', 'Mono fats': '0.9 g', 'Poly fats': '0 g', 'Saturated fats': '0.1 g', 'Name': 'cantaloupe'}]","Cucumis melo, ambrosia"
314,American eggplant,globe eggplant,"This is the familiar large, dark purple, pear-shaped variety. Choose small or medium-sized eggplants (these have fewer bitter seeds) with healthy-looking green stems that are firm to the touch, but not too hard. Avoid mushy ones. Store them in the refrigerator.","[{'Carbs': '', 'Calories': '5.9 g', 'Salt': '25 Cals.', 'Fats': '2 mg', 'Cholesterol': '0.2 g', 'Vitamin C': '0 mg', 'Calcium': '2.2 mg', 'Protein': '9 mg', 'Sugars': '1 g', 'Fiber': '3.5 g', 'Mono fats': '3 g', 'Poly fats': '0 g', 'Saturated fats': '0.1 g', 'Name': 'Italian eggplant'}, {'Carbs': '', 'Calories': '6 g', 'Salt': '24 Cals.', 'Fats': '0 mg', 'Cholesterol': '0 g', 'Vitamin C': '0 mg', 'Calcium': '2.9 mg', 'Protein': '0 mg', 'Sugars': '1.2 g', 'Fiber': '2.4 g', 'Mono fats': '3.6 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'Japanese eggplant'}]",Solanum melongena
315,Anaheim chili,"Anaheim chile, Anaheim chili pepper, Anaheim chilli, California green chili, california red chili (when mature and red), chile colorado (when mature and red), chile verde (CHEE-lay VER-day), long green pepper","These large, mild chiles are perfect for chiles rellenos. Mexican cooks also like to dice or purée them, and then add them to sauces, soups, and casseroles. They have a tough skin, but it peels off easily if you first char the chiles over a flame and then steam them in a paper bag for several minutes. Anaheims are available year-round, but they're best in the summer. You can occasionally find red Anaheims, which are riper and slightly hotter. When dried, this pepper is called a chile Colorado.","[{'Carbs': '', 'Calories': '69.9 g', 'Salt': '324 Cals.', 'Fats': '91 mg', 'Cholesterol': '5.8 g', 'Vitamin C': '0 mg', 'Calcium': '31.4 mg', 'Protein': '45 mg', 'Sugars': '10.6 g', 'Fiber': '41.1 g', 'Mono fats': '28.7 g', 'Poly fats': '0.5 g', 'Saturated fats': '3.1 g', 'Name': 'New Mexico green chili'}, {'Carbs': '', 'Calories': '4.6 g', 'Salt': '20 Cals.', 'Fats': '3 mg', 'Cholesterol': '0.2 g', 'Vitamin C': '0 mg', 'Calcium': '80.4 mg', 'Protein': '10 mg', 'Sugars': '0.9 g', 'Fiber': '2.4 g', 'Mono fats': '1.7 g', 'Poly fats': '0 g', 'Saturated fats': '0.1 g', 'Name': 'poblano pepper '}, {'Carbs': '', 'Calories': '4.6 g', 'Salt': '21 Cals.', 'Fats': '397 mg', 'Cholesterol': '0.3 g', 'Vitamin C': '0 mg', 'Calcium': '34.2 mg', 'Protein': '36 mg', 'Sugars': '0.7 g', 'Fiber': '0 g', 'Mono fats': '1.7 g', 'Poly fats': '0 g', 'Saturated fats': '0.2 g', 'Name': 'green chile canned'}]",
316,ancho chili,"ancho chile, ancho chino, chile color, chile colorado, dried poblano, pasilla chile (incorrectly), pasilla rojo","These mild, dried poblano peppers have a sweet, fruity flavor and are a staple in Mexican cuisine. They're brownish-black and wrinkled, and commonly used in adobos, moles, salsas, and various sauces.","[{'Carbs': '', 'Calories': '69.9 g', 'Salt': '324 Cals.', 'Fats': '91 mg', 'Cholesterol': '5.8 g', 'Vitamin C': '0 mg', 'Calcium': '31.4 mg', 'Protein': '45 mg', 'Sugars': '10.6 g', 'Fiber': '41.1 g', 'Mono fats': '28.7 g', 'Poly fats': '0.5 g', 'Saturated fats': '3.1 g', 'Name': 'mulato chili '}, {'Carbs': '', 'Calories': '51.1 g', 'Salt': '345 Cals.', 'Fats': '89 mg', 'Cholesterol': '15.9 g', 'Vitamin C': '0 mg', 'Calcium': '6.4 mg', 'Protein': '97 mg', 'Sugars': '12.4 g', 'Fiber': '0 g', 'Mono fats': '26.8 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'pasilla chili'}, {'Carbs': '', 'Calories': '4.6 g', 'Salt': '20 Cals.', 'Fats': '3 mg', 'Cholesterol': '0.2 g', 'Vitamin C': '0 mg', 'Calcium': '80.4 mg', 'Protein': '10 mg', 'Sugars': '0.9 g', 'Fiber': '2.4 g', 'Mono fats': '1.7 g', 'Poly fats': '0 g', 'Saturated fats': '0.1 g', 'Name': 'poblano pepper '}, {'Carbs': '', 'Calories': '69.9 g', 'Salt': '324 Cals.', 'Fats': '91 mg', 'Cholesterol': '5.8 g', 'Vitamin C': '0 mg', 'Calcium': '31.4 mg', 'Protein': '45 mg', 'Sugars': '10.6 g', 'Fiber': '41.1 g', 'Mono fats': '28.7 g', 'Poly fats': '0.5 g', 'Saturated fats': '3.1 g', 'Name': 'California chili '}, {'Carbs': '', 'Calories': '69.9 g', 'Salt': '324 Cals.', 'Fats': '91 mg', 'Cholesterol': '5.8 g', 'Vitamin C': '0 mg', 'Calcium': '31.4 mg', 'Protein': '45 mg', 'Sugars': '10.6 g', 'Fiber': '41.1 g', 'Mono fats': '28.7 g', 'Poly fats': '0.5 g', 'Saturated fats': '3.1 g', 'Name': 'New Mexico red chili'}]",Capsicum annuum
317,angled loofa,"angled loofah, angled luffa, Chinese loofah, Chinese okra, dish cloth gourd, luffa angled gourd, luffa gourd, ribbed loofah, ridge gourd, ridged gourd, silk gourd, silky gourd, sinkwa towelsponge, sponge gourd, vegetable gourd","A native of Pakistan, this mild vegetable has a slightly bitter edge that pairs well with sweet and acidic ingredients in stir-fry dishes. You can also eat it raw, or dry it to make a loofa sponge.You can leave the peel on, but some people find the flavor off-putting. Remove any large seeds if you wish to cut the bitterness.","[{'Carbs': '', 'Calories': '3.1 g', 'Salt': '17 Cals.', 'Fats': '8 mg', 'Cholesterol': '0.3 g', 'Vitamin C': '0 mg', 'Calcium': '17.9 mg', 'Protein': '16 mg', 'Sugars': '1.2 g', 'Fiber': '2.5 g', 'Mono fats': '1 g', 'Poly fats': '0 g', 'Saturated fats': '0.1 g', 'Name': 'zucchini'}, {'Carbs': '', 'Calories': '2.2 g', 'Salt': '12 Cals.', 'Fats': '2 mg', 'Cholesterol': '0.2 g', 'Vitamin C': '0 mg', 'Calcium': '3.2 mg', 'Protein': '14 mg', 'Sugars': '0.6 g', 'Fiber': '1.4 g', 'Mono fats': '0.7 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'cucumber'}]",
318,Anjou pear,"Beurré d'Anjou, d'Anjou pear","These economical pears aren't as tasty as some of the other varieties, but they're still good for both eating and cooking. The peel stays light green even when the pear is ripe.","[{'Carbs': '', 'Calories': '10.7 g', 'Salt': '42 Cals.', 'Fats': '0 mg', 'Cholesterol': '0.2 g', 'Vitamin C': '0 mg', 'Calcium': '3.8 mg', 'Protein': '4 mg', 'Sugars': '0.5 g', 'Fiber': '7.1 g', 'Mono fats': '3.6 g', 'Poly fats': '0 g', 'Saturated fats': '0.1 g', 'Name': 'Asian pear'}, {'Carbs': '', 'Calories': '15 g', 'Salt': '63 Cals.', 'Fats': '1 mg', 'Cholesterol': '0.2 g', 'Vitamin C': '0 mg', 'Calcium': '4.4 mg', 'Protein': '9 mg', 'Sugars': '0.4 g', 'Fiber': '9.7 g', 'Mono fats': '3.1 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'Bartlett pear'}]","Pyrus communis, D'Anjou"
319,apple green eggplant,"applegreen eggplant, green apple eggplant","These eggplant resemble green apples, and are mild and sweet. You don't need to peel them.",[],Solanum melongena
320,apricot,,"Like other stone fruit, apricots are sweetest--and most prone to bruising--when they're allowed to ripen on the tree.  But unless you can pick your own, you'll probably have to make do with the slightly underripe, more durable apricots sold in markets.  Allow them to soften at room temperature for a few days before eating them.  They're best in the summer.","[{'Carbs': '', 'Name': 'aprium'}, {'Carbs': '', 'Calories': '11 g', 'Salt': '45 Cals.', 'Fats': '0 mg', 'Cholesterol': '0 g', 'Vitamin C': '0 mg', 'Calcium': '9.4 mg', 'Protein': '6 mg', 'Sugars': '0.7 g', 'Fiber': '9.7 g', 'Mono fats': '1.3 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'pluot'}, {'Carbs': '', 'Calories': '9.5 g', 'Salt': '39 Cals.', 'Fats': '0 mg', 'Cholesterol': '0.3 g', 'Vitamin C': '0 mg', 'Calcium': '6.6 mg', 'Protein': '6 mg', 'Sugars': '0.9 g', 'Fiber': '8.4 g', 'Mono fats': '1.5 g', 'Poly fats': '0.1 g', 'Saturated fats': '0.1 g', 'Name': 'peach'}, {'Carbs': '', 'Calories': '10.6 g', 'Salt': '44 Cals.', 'Fats': '0 mg', 'Cholesterol': '0.3 g', 'Vitamin C': '0 mg', 'Calcium': '5.4 mg', 'Protein': '6 mg', 'Sugars': '1.1 g', 'Fiber': '7.9 g', 'Mono fats': '1.7 g', 'Poly fats': '0.1 g', 'Saturated fats': '0.1 g', 'Name': 'nectarine'}]",Prunus armeniaca
321,aprium,"plumcots, pluots","This is an apricot/plum cross, with apricot dominating.","[{'Carbs': '', 'Calories': '11 g', 'Salt': '45 Cals.', 'Fats': '0 mg', 'Cholesterol': '0 g', 'Vitamin C': '0 mg', 'Calcium': '9.4 mg', 'Protein': '6 mg', 'Sugars': '0.7 g', 'Fiber': '9.7 g', 'Mono fats': '1.3 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'pluot'}, {'Carbs': '', 'Calories': '11.1 g', 'Salt': '48 Cals.', 'Fats': '1 mg', 'Cholesterol': '0.4 g', 'Vitamin C': '0 mg', 'Calcium': '10 mg', 'Protein': '13 mg', 'Sugars': '1.4 g', 'Fiber': '9.2 g', 'Mono fats': '2 g', 'Poly fats': '0.2 g', 'Saturated fats': '0.1 g', 'Name': 'apricot'}, {'Carbs': '', 'Calories': '11.4 g', 'Salt': '46 Cals.', 'Fats': '0 mg', 'Cholesterol': '0.3 g', 'Vitamin C': '0 mg', 'Calcium': '9.5 mg', 'Protein': '6 mg', 'Sugars': '0.7 g', 'Fiber': '9.9 g', 'Mono fats': '1.4 g', 'Poly fats': '0.1 g', 'Saturated fats': '0 g', 'Name': 'plum'}]",Prunus
322,Arkansas Black apple,,This apple is renown for its long shelf life. It's good for making sauce and baking.,[],Malus domestica
323,Armenian cucumber,"snake cucumber, snake melon, This is hard to find, but one of the best-regarded slicing cucumbers.  It's crisp, thin-skinned, and mild-flavored, and it has soft seeds.  Like the English cucumber, it doesn't need to be peeled or seeded.  It's not good for pickling., uri",,"[{'Carbs': '', 'Calories': '2.2 g', 'Salt': '12 Cals.', 'Fats': '2 mg', 'Cholesterol': '0.2 g', 'Vitamin C': '0 mg', 'Calcium': '3.2 mg', 'Protein': '14 mg', 'Sugars': '0.6 g', 'Fiber': '1.4 g', 'Mono fats': '0.7 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'English cucumber'}]",
324,asam keping,"asam gelugor, tamarind slice",,"[{'Carbs': '', 'Name': 'tamarind paste'}, {'Carbs': '', 'Calories': '62.5 g', 'Salt': '239 Cals.', 'Fats': '28 mg', 'Cholesterol': '0.6 g', 'Vitamin C': '0 mg', 'Calcium': '3.5 mg', 'Protein': '74 mg', 'Sugars': '2.8 g', 'Fiber': '38.8 g', 'Mono fats': '5.1 g', 'Poly fats': '0.2 g', 'Saturated fats': '0.1 g', 'Name': 'tamarind'}, {'Carbs': '', 'Calories': '40.2 g', 'Salt': '146.5 Cals.', 'Fats': '1.3 mg', 'Cholesterol': '0 g', 'Name': 'dark brown sugar'}]",
325,Asian eggplants,"Chinese eggplants, Japanese eggplants, Oriental eggplants","Include Japanese eggplants and Chinese eggplants, have thinner skins and a more delicate flavor than American eggplants, and not as many of the seeds that tend to make eggplants bitter. They're usually more slender than American eggplants, but they vary in size and shape. They range in color from lavender to pink, green, and white.","[{'Carbs': '', 'Calories': '5.9 g', 'Salt': '25 Cals.', 'Fats': '2 mg', 'Cholesterol': '0.2 g', 'Vitamin C': '0 mg', 'Calcium': '2.2 mg', 'Protein': '9 mg', 'Sugars': '1 g', 'Fiber': '3.5 g', 'Mono fats': '3 g', 'Poly fats': '0 g', 'Saturated fats': '0.1 g', 'Name': 'Eggplants'}, {'Carbs': '', 'Calories': '6 g', 'Salt': '24 Cals.', 'Fats': '0 mg', 'Cholesterol': '0 g', 'Vitamin C': '0 mg', 'Calcium': '2.9 mg', 'Protein': '0 mg', 'Sugars': '1.2 g', 'Fiber': '2.4 g', 'Mono fats': '3.6 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'Japanese eggplant'}, {'Carbs': '', 'Calories': '5.9 g', 'Salt': '25 Cals.', 'Fats': '2 mg', 'Cholesterol': '0.2 g', 'Vitamin C': '0 mg', 'Calcium': '2.2 mg', 'Protein': '9 mg', 'Sugars': '1 g', 'Fiber': '3.5 g', 'Mono fats': '3 g', 'Poly fats': '0 g', 'Saturated fats': '0.1 g', 'Name': 'Chinese eggplant'}, {'Carbs': '', 'Calories': '3.1 g', 'Salt': '17 Cals.', 'Fats': '8 mg', 'Cholesterol': '0.3 g', 'Vitamin C': '0 mg', 'Calcium': '17.9 mg', 'Protein': '16 mg', 'Sugars': '1.2 g', 'Fiber': '2.5 g', 'Mono fats': '1 g', 'Poly fats': '0 g', 'Saturated fats': '0.1 g', 'Name': 'zucchini'}]",Solanum melongena
326,Asian pear,"apple pear, Chinese pear, Japanese pear, nashi, nashi pear, Oriental pear, salad pear, sand pear","Asian pears are crunchy, juicy, and very fragrant. Growers produce over twenty different varieties in an assortment of sizes and colors. They're often served raw, but they can also be cooked, though they never become as soft as cooked pears.","[{'Carbs': '', 'Calories': '16.1 g', 'Salt': '67 Cals.', 'Fats': '1 mg', 'Cholesterol': '0.1 g', 'Vitamin C': '0 mg', 'Calcium': '2.8 mg', 'Protein': '10 mg', 'Sugars': '0.4 g', 'Fiber': '10.2 g', 'Mono fats': '3.1 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'Bosc pear'}, {'Carbs': '', 'Calories': '13.8 g', 'Salt': '52 Cals.', 'Fats': '1 mg', 'Cholesterol': '0.2 g', 'Vitamin C': '0 mg', 'Calcium': '4.6 mg', 'Protein': '6 mg', 'Sugars': '0.3 g', 'Fiber': '10.4 g', 'Mono fats': '2.4 g', 'Poly fats': '0 g', 'Saturated fats': '0.1 g', 'Name': 'apple'}, {'Carbs': '', 'Calories': '15.3 g', 'Salt': '57 Cals.', 'Fats': '4 mg', 'Cholesterol': '0.1 g', 'Vitamin C': '0 mg', 'Calcium': '15 mg', 'Protein': '11 mg', 'Sugars': '0.4 g', 'Fiber': '0 g', 'Mono fats': '1.9 g', 'Poly fats': '0 g', 'Saturated fats': '0.1 g', 'Name': 'quince'}]",Pyrus pyrifolia
327,atemoya,,This cherimoya-sweetsop cross has sweet custard-like pulp. Look for it in specialty produce markets during the fall,"[{'Carbs': '', 'Calories': '17.7 g', 'Salt': '75 Cals.', 'Fats': '7 mg', 'Cholesterol': '0.7 g', 'Vitamin C': '0 mg', 'Calcium': '12.6 mg', 'Protein': '10 mg', 'Sugars': '1.6 g', 'Fiber': '12.9 g', 'Mono fats': '3 g', 'Poly fats': '0.1 g', 'Saturated fats': '0.2 g', 'Name': 'cherimoya'}, {'Carbs': '', 'Calories': '23.6 g', 'Salt': '94 Cals.', 'Fats': '9 mg', 'Cholesterol': '0.3 g', 'Vitamin C': '0 mg', 'Calcium': '36.3 mg', 'Protein': '24 mg', 'Sugars': '2.1 g', 'Fiber': '0 g', 'Mono fats': '4.4 g', 'Poly fats': '0.1 g', 'Saturated fats': '0 g', 'Name': 'sweetsop'}, {'Carbs': '', 'Calories': '15 g', 'Salt': '60 Cals.', 'Fats': '1 mg', 'Cholesterol': '0.4 g', 'Vitamin C': '0 mg', 'Calcium': '36.4 mg', 'Protein': '11 mg', 'Sugars': '0.8 g', 'Fiber': '13.7 g', 'Mono fats': '1.6 g', 'Poly fats': '0.1 g', 'Saturated fats': '0.1 g', 'Name': 'mango'}]",
328,autumn royal grapes,,These are large dark purple sweet seedless grapes.,"[{'Carbs': '', 'Calories': '18.1 g', 'Salt': '69 Cals.', 'Fats': '2 mg', 'Cholesterol': '0.2 g', 'Vitamin C': '0 mg', 'Calcium': '3.2 mg', 'Protein': '10 mg', 'Sugars': '0.7 g', 'Fiber': '15.5 g', 'Mono fats': '0.9 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'flame seedless grapes'}, {'Carbs': '', 'Calories': '18.1 g', 'Salt': '69 Cals.', 'Fats': '2 mg', 'Cholesterol': '0.2 g', 'Vitamin C': '0 mg', 'Calcium': '3.2 mg', 'Protein': '10 mg', 'Sugars': '0.7 g', 'Fiber': '15.5 g', 'Mono fats': '0.9 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'red globe grapes'}]",Vitis vinifera
